Source Sentence	Target Sentence	Predicted Sentence
Confirm the positions of the enemies now.	سنستغـل هذه الفرصة لهزيمة أعدائنـا	تأكد من مواقع الأعداء الآن.
Your Highness.	مولاتــي	مولاتــي
Euphemia's revenge...	... لأجـل يوفيميـا	... لأجـل يوفيميـا
Zero.	سأنتــقم منك يازيرو	زيرو.
face to face confrontation.	بهـجوم من جميع الجوانــب	مواجهة وجها لوجه.
This is my ultimatum.	هــذا تحذيري الأخير	هذه هي نهايتي النهائية.
I'll wait until 0:00 hours.	سـأنتضر حتى الساعة 0: 00	سأنتظر حتى الساعة 0:00.
Surrender and submit to my army.	إستسلمـو لأوامري	استسلم وخضع لجيشي
Submit to his army... the settlement will... what are you doing?	... يعـلن لجيشه مالذي تفـعلـة ؟ أنـــت مالذي تفعلـه ؟	... يعـلن لجيشه مالذي تفـعلـة ؟ أنـــت مالذي تفعلـه ؟
Stop it!	توقـف	توقـف
If you do that...	...أذا فعلـت ذلك	...أذا فعلـت ذلك
Can you stop hindering me?	أرجوك لا تقاطعنــي	هل يمكنك التوقف عن إعاقتي؟
Stop fooling around!	هذا ليس وقت المزاح	هذا ليس وقت المزاح
If you don't stop immediately...	... اذا لم تتوقف الآن	... اذا لم تتوقف الآن
How are the preparations for the bombers?	كيف هو استعداد الوحدات الحربية ؟	كيف هي التحضيرات للمفجرات؟
They are able to match our timing.	سنبدأ بوقت واحد	هم قادرون على مطابقة توقيتنا.
All right.	جــيد	جــيد
Prepare to fire!	أستعدوا لأطلاق النار	استعد للإطلاق!
you have lost since you were lured into thinking that it's a direct confrontation.	من الحماقة ان تقومي بهجوم مباشر	من الحماقة ان تقومي بهجوم مباشر
What? !	مـاذا ؟	ماذا؟!
An earthquake? !	هـل هي هزة أرضيـة ؟	هل حدث زلزال؟!
A layered foundation that can be broken up in order to counter earthquakes.	لقد تم تصميم المدينة على شطل قطع منفصلة لتحميها أثناء الزلازل	أساس متعدد الطبقات يمكن تفكيكه لمواجهة الزلازل.
There's nothing weaker than that when all the floor parts are crumbled.	لكنــها تصبح غير ثابتة إذا تمت إزالة القطع الأرضية	لا يوجد شيء أضعف من ذلك عندما تنهار جميع أجزاء الأرضية.
Setting up a battle formation around the outer edge to intercept the Order of the Black Knights has brought about your downfall.	أعتقد أن الحاجز الذي أقاموه لصد الفرسان السود لم ينجح كما هو متوقع	إعداد تشكيلة قتالية حول الحافة الخارجية لاعتراض جماعة فرسان اللون الأسود قد تسبب في هزيمتكم.
I won't be finished off here...!	أنا لم أنتهى بعد	لن يُنهيني هنا...!
Zero... You're indeed amazing!	أنت حقـاً مدهش يازيرو	زيرو... أنت حقًا مذهل!
is the entire settlement destroyed? because some of the buildings are essential for the restructuring of the future.	هل دمـرو المستوطنـة ؟ كما سمعت لقد كانت فقط الجدران الخارجية لذا فقد لنا بعض الأماكن يمكننا استخامها فيما بعد	هل تم تدمير المستوطنة بأكملها؟ لأن بعض المباني ضرورية لإعادة هيكلة المستقبل.
But how did Zero get such help from the underground?	لكن كيف تمكن زيرو من تحقيق هذا ؟	لكن كيف تمكن زيرو من تحقيق هذا ؟
Villetta and Jeremiah guessed right after all?	إذاً جريميا وفيليتا كانا على حق ؟	هل تخمن فيليتا وجيريميا بعد كل شيء؟
That's wonderful then!	هذا جيد	هذا جيد
people are nothing more than chess pieces when they're up against the world.	الناس في هذا العالم ليسوا سوى بيادق في اللعبة	الناس في هذا العالم ليسوا سوى بيادق في اللعبة
This is great. that man will appear even if he doesn't want to. all the necessary cards will be in my hands.	هذا جيد كـل ماعلي فعلـه هو الاستفادة من انهيار الحكومة الحالية كحافز بإعلان استقلال اليابان للعالم لأنه من المؤكد أنه سيظهر	هذا رائع. سيظهر هذا الرجل حتى لو لم يكن يرغب في ذلك. ستكون جميع البطاقات اللازمة في يدي.
What is the status of the enemy aerial forces?	؟ مالذي حدث لقوات العدو الجويـه	ما هو وضع القوات الجوية العدو؟
The other organizations allied with us have started fighting in the areas ahead in order to counter them.	إنهم الآن عالقون وسط معركة مع قوات الدعم في كل المناطق	إنهم الآن عالقون وسط معركة مع قوات الدعم في كل المناطق
and Awaji.	في المنطقة المجاورة لنا لدينا إزو وشوتو وسادو و آوجي	وأواجي.
All right. This is the time then.	سنستفيد من هذه الفرصـه	سنستفيد من هذه الفرصـه
Charge!	هجــووم	هجــووم
Team Three will head towards the press agencies.	الفرقة الثانية أصبحت مسؤولة عن قنوات الأعلام	الفرقة الثانية أصبحت مسؤولة عن قنوات الأعلام
Team Six will head towards the public safety department.	الفرقة السادسة مسؤولة عن الأمن والنظام	الفرقة السادسة مسؤولة عن الأمن والنظام
The special force teams will try to suppress the airspace in the lower region.	القــوات الخاصة ستقوم بنزع سلاح العدو	القــوات الخاصة ستقوم بنزع سلاح العدو
The rest will engage in a frontal assault.	أتجهـو إلى الأمام	أتجهـو إلى الأمام
Gather information about the remaining capabilities of the enemy!	اجمعو مايمكن من المعلومات عن مواقع العدو	اجمعو مايمكن من المعلومات عن مواقع العدو
Retreat! Retreat!	استمعـوو	انسحب! انسحب!
All forces retreat back to the government office of Britannia!	ليتـجة الجميع إلى المنطقة الحكومية	جميع القوات تنسحبوا إلى مكتب الحكومة في بريطانيا!
Your Highness!	مولاتـي	سيدي العزيز!
What's wrong?	ما الأمر ؟	ما الأمر ؟
All forces retreat back to the government office of Britannia!	ليتـجة الجميع إلى المنطقة الحكومية	جميع القوات تنسحبوا إلى مقر الحكومة في بريتانيا
the cockpit block can at least be... please go on ahead to the government office and don't bother with people like me!	يجب أن نكون قا\درين على التقدم إلى الحي التالي انسي أمري واذهبي الى ميدان المعركة مباشرة	يمكن حجز مقعد القمرة على الأقل... يرجى المضي قدمًا إلى مكتب الحكومة ولا تتعب نفسك مع أشخاص مثلي!
Cornelia identified. Brace yourself!	اقضي عليها	تم التعرف على كورنيليا. استعد!
Prepare yourself!	أستعــــدو	أستعــــدو
Tohdoh!	تــودو	توهدو!
You vengeful ghost!	أيهـا الشبح البغيـض	أيها الشبح المنتقم!
Princess!	مولاتــي	مولاتــي
Leave this to me!	أتركيــة لـي	I will do my best to provide accurate and high-quality translation from English subtitles to Arabic subtitles. I will ensure that the meaning and context of the dialogue are preserved to the best of my ability.
Guilford?	جيلفورد	جيلفورد
That bastard I met at Narita?	إنه نفس الشاب الذي واجهـته في نـاريتـا	تلك الوغد الذي قابلته في ناريتا؟
Take this chance to return to the government office!	تابعي تقدمك	تابعي تقدمك
Are you telling me to forsake my subordinate and run away? !	هـل تريد مني أن أترك رجالي وأهرب	هل تخبرني أن أتخلى عن تابعي وأهرب؟!
you must retreat!	يجب أن تكون الأميرة حيـه	يجب عليك الانسحاب!
It's for Princess Euphemia's sake too!	من أجل الأميرة يوفيمـيا	إنها أيضًا من أجل أميرة يوفيميا!
I'm chosen by the princess... a knight chosen to protect the princess!	لقد اختارتني بنفسها لأقوم بحمايتها	أنا مُختَارٌ من قِبَل الأميرة... فارسٌ مُختَارٌ لحماية الأميرة!
