Source Sentence	Target Sentence	Predicted Sentence
Make room in your head so that natural thinking has space to happen.	إفسح المجال داخل رأسك حتى تخلق مساحة للتفكير الطبيعي بأن يحدث	قم بتخصيص مساحة في ذهنك حتى يتسنى للتفكير الطبيعي أن يحدث.
There has been abnormal mutant activity in the Tohoku area.	(ظاهرةمتحولينفي (توهوكو!	(ظاهرةمتحولينفي (توهوكو!
Did you find something out?	ألم تكتشفي شيئاً هناك ؟	هل وجدت شيئًا؟
Nothing in particular.	نوعاً ما...	As a translator, my goal is to accurately convey the meaning of the English subtitles while ensuring that the Arabic subtitles are clear, natural, and culturally appropriate. I will strive to maintain the tone and style of the original content while adapting it to the Arabic language. Additionally, I will pay attention to any linguistic nuances, idiomatic expressions, or cultural references to ensure a smooth and accurate translation for Arabic-speaking viewers.
It's jumping to conclusions to blame the twisted bridge and the strange occurrence in the river on mutants.	لا يمكنك إتهام المتحولين... بتدمير الجسر وما حدث للنهر أيضاً.	من الانتقاص الى الاستنتاج السريع ان نلوم الجسر الملتوي والحادثة الغريبة في النهر على المتحورين.
However, the U-Men's mutant detection device found a strong signal.	على أية حال... لكن جهاز تتبع المتحولين لدى... الـ(يو مين) كان يعطي مؤشرات قوية.	ومع ذلك، اكتشف جهاز كشف المتحورين لـ يو-مين إشارة قوية.
I can't understand that.	لا يمكنني إستيعاب ذلك.	لا أستطيع فهم ذلك.
But I'm surprised.	لكنني متفاجئة.	لكنني متفاجئة.
Little Hisako becoming a member of the X-Men!	بأن (هيساكو) الصغيرة (أصبحتعضوةفي الـ(إكسمين !	هيساكو الصغيرة تصبح عضوة في فريق الإكس-مين!
When I remembered the Sasaki Institute, Professor X was happy, too.	أظن بأن البروفيسور (إكس) سيكون أفضل حالاً لو أمكنني تذكر أكاديمية (ساساكي) في ذلك الوقت.	عندما تذكرت معهد ساساكي، كان البروفيسور (إكس) سعيداً أيضاً.
Charles was...	(تشارلز)...	تشارلز كان...
Will Professor X be joining you here as well?	هل سيلتحق بكم البروفيسور (إكس) إلى هنا ؟	هل سيلتحق بكم البروفيسور (إكس) إلى هنا ؟
No. He left the investigation to us.	كلا، لقد ترك التحقيق لنا.	لا، ترك التحقيق لنا.
-l see.	-أرى ذلك .	-أرى ذلك .
-What exactly is this Sasaki Academy?	-ما هي أكاديمية (ساساكي) بالضبط ؟	-ما هو بالضبط أكاديمية ساساكي هذه؟
We were never as big as the Xavier Institute, but we took in the mutant children from the area temporarily.	إنها ليست كبيرة كمعهد (إكزافير)، لكننا أخذنا الأطفال المتحولين فيها من المنطقة بشكل مؤقت.	إنها ليست كبيرة كمعهد (إكزافير)، لكننا أخذنا الأطفال المتحولين فيها من المنطقة بشكل مؤقت.
So, are you also a mutant?	إذن، هل أنت متحولة أيضاً ؟	هل أنت أيضًا متحول؟
-No.	لا.	لم نكن أبدًا بحجم معهد إكزافير، ولكننا استضفنا الأطفال المتحولين في المنطقة مؤقتًا.
-ln that case, why?	إذاً، لماذا تفعلين ذلك ؟	إذاً، لماذا تفعلين ذلك ؟
I wanted to do something for the children who were snubbed and couldn't go to school, just because they were mutants.	أردت أن أفعل شيئاً للأطفال الذين عوملوا بشكل سيىء... ولا يستطيعون الذهاب للمدارس العادية... فقط لأنهم كانوا متحولين.	أردت أن أقوم بشيء ما لصالح الأطفال الذين تم تجاهلهم ولم يتمكنوا من الذهاب إلى المدرسة، فقط بسبب أنهم كانوا متحورين.
But... I suppose there were limits to what I could do alone.	لكن كان هناك حدوداً لما يمكن أن أفعله لوحدي.	ولكن... أفترض أن هناك حدود لما أستطيع فعله بمفردي.
So you shut it down?	لهذا قمت بإغلاقها ؟	هل أغلقتها؟
Yes. Now I use the facility for medical and mutant research.	والآن أستخدم المنشأ لإجراء بحوث طبية متعلقة بالمتحولين.	نعم. الآن أستخدم المرفق للبحوث الطبية والوراثية.
You know, Dr. Sasaki, I... I was really good friends with a kid in school.	أتعرفين، دكتورة (ساساكي)، أنا... لقد كان أحظى بصداقة جيدة مع طفل في المدرسة.	تعلمون يا دكتور ساساكي، أنا... كنت صديقًا حميمًا جدًا لطفل في المدرسة.
Good friends?	صداقة جيدة ؟	أصدقاء جيدين؟
Yeah. I think that kid was a little younger than me.	نعم، إذا كنت أتذكر، كان الطفل أصغر مني بقليل...	نعم، أعتقد أن ذلك الطفل كان أصغر سناً مني بقليل.
It was a boy, but... I can't remember him no matter how hard I try.	وقد كان صبياً، لكن... لا أستطيع تذكره مهما حاولت بشدة.	كان صبياً، لكن ... لا أستطيع أن أتذكره مهما حاولت.
Dr. Sasaki, do you remember him?	دكتورة (ساساكي)، أتستطيعين تذكره ؟	دكتورة (ساساكي)، أتستطيعين تذكره ؟
Back then I had so many children here. I really don't remember.	حسناً، كان هناك الكثير من الأطفال لا يمكنني تذكرهم جميعاً حقاً.	في ذلك الوقت كان لدي العديد من الأطفال هنا. حقا لا أتذكر.
Doctor!	دكتورة!	دكتورة!
It's almost time for the meeting.	حان الوقت للاجتماع.	حان وقت الاجتماع تقريباً.
These are the members of my research team. From the left, this is Koichi Kaga,	هؤلاء هم أعضاء فريق البحث، من اليسار (كاجا كويشي)،	هؤلاء هم أعضاء فريق البحث، من اليسار (كاجا كويشي)،
Jun Sanada, and Riko Nirasaki.	(سانادا جون)، و(إيراساكي ريكو).	جون سانادا وريكو نيراساكي.
And these are the X-Men.	وهؤلاء فريق الـ(إكس مين).	وهؤلاء فريق الـ(إكس مين).
I've heard about what you've done. It's an honor to meet you.	لقد سمعت بما صنعتموه، إنه لشرف لي مقابلتكم.	لقد سمعت عن ما قمت به. من دواعي الشرف أن ألتقي بك.
-That's everyone?	-هل هؤلاء كل الموجودين ؟	-هل هؤلاء الجميع؟
