Source Sentence	Target Sentence	Predicted Sentence
is the entire settlement destroyed? because some of the buildings are essential for the restructuring of the future.	هل دمـرو المستوطنـة ؟ كما سمعت لقد كانت فقط الجدران الخارجية لذا فقد لنا بعض الأماكن يمكننا استخامها فيما بعد	هل دمـرو المستوطنـة ؟ كما سمعت لقد كانت فقط الجدران الخارجية لذا فقد لنا بعض الأماكن يمكننا استخامها فيما بعد
But how did Zero get such help from the underground?	لكن كيف تمكن زيرو من تحقيق هذا ؟	ولكن كيف حصل زيرو على مثل هذا الدعم من السفلية؟
Villetta and Jeremiah guessed right after all?	إذاً جريميا وفيليتا كانا على حق ؟	إذاً جريميا وفيليتا كانا على حق ؟
That's wonderful then!	هذا جيد	هذا جيد
people are nothing more than chess pieces when they're up against the world.	الناس في هذا العالم ليسوا سوى بيادق في اللعبة	الناس ليسوا سوى قطع شطرنج عندما يواجهون العالم.
This is great. that man will appear even if he doesn't want to. all the necessary cards will be in my hands.	هذا جيد كـل ماعلي فعلـه هو الاستفادة من انهيار الحكومة الحالية كحافز بإعلان استقلال اليابان للعالم لأنه من المؤكد أنه سيظهر	هذا رائع. سيظهر هذا الرجل حتى لو لم يكن يرغب في ذلك. ستكون جميع البطاقات اللازمة في يدي.
What is the status of the enemy aerial forces?	؟ مالذي حدث لقوات العدو الجويـه	؟ مالذي حدث لقوات العدو الجويـه
The other organizations allied with us have started fighting in the areas ahead in order to counter them.	إنهم الآن عالقون وسط معركة مع قوات الدعم في كل المناطق	إنهم الآن عالقون وسط معركة مع قوات الدعم في كل المناطق
and Awaji.	في المنطقة المجاورة لنا لدينا إزو وشوتو وسادو و آوجي	وأواجي.
All right. This is the time then.	سنستفيد من هذه الفرصـه	سنستفيد من هذه الفرصـه
Charge!	هجــووم	إلى الهجوم!
Team Three will head towards the press agencies.	الفرقة الثانية أصبحت مسؤولة عن قنوات الأعلام	الفرقة الثانية أصبحت مسؤولة عن قنوات الأعلام
Team Six will head towards the public safety department.	الفرقة السادسة مسؤولة عن الأمن والنظام	الفرقة السادسة مسؤولة عن الأمن والنظام
The special force teams will try to suppress the airspace in the lower region.	القــوات الخاصة ستقوم بنزع سلاح العدو	القــوات الخاصة ستقوم بنزع سلاح العدو
The rest will engage in a frontal assault.	أتجهـو إلى الأمام	سيقوم الباقي بشن هجوم مباشر.
Gather information about the remaining capabilities of the enemy!	اجمعو مايمكن من المعلومات عن مواقع العدو	اجمعو مايمكن من المعلومات عن مواقع العدو
Retreat! Retreat!	استمعـوو	انسحب! انسحب!
All forces retreat back to the government office of Britannia!	ليتـجة الجميع إلى المنطقة الحكومية	جميع القوات تنسحبوا إلى مكتب الحكومة في بريطانيا!
Your Highness!	مولاتـي	سيدي العزيز!
What's wrong?	ما الأمر ؟	ما الأمر ؟
All forces retreat back to the government office of Britannia!	ليتـجة الجميع إلى المنطقة الحكومية	جميع القوات تنسحبوا إلى مقر الحكومة في بريتانيا
the cockpit block can at least be... please go on ahead to the government office and don't bother with people like me!	يجب أن نكون قا\درين على التقدم إلى الحي التالي انسي أمري واذهبي الى ميدان المعركة مباشرة	يجب أن نكون قا\درين على التقدم إلى الحي التالي انسي أمري واذهبي الى ميدان المعركة مباشرة
Cornelia identified. Brace yourself!	اقضي عليها	اقضي عليها
Prepare yourself!	أستعــــدو	أستعــــدو
Tohdoh!	تــودو	تــودو
You vengeful ghost!	أيهـا الشبح البغيـض	أيهـا الشبح البغيـض
Princess!	مولاتــي	مولاتــي
Leave this to me!	أتركيــة لـي	I will do my best to provide accurate and high-quality translation from English subtitles to Arabic subtitles. I will ensure that the meaning and context of the dialogue are preserved to the best of my ability.
Guilford?	جيلفورد	جيلفورد
That bastard I met at Narita?	إنه نفس الشاب الذي واجهـته في نـاريتـا	إنه نفس الشاب الذي واجهـته في نـاريتـا
Take this chance to return to the government office!	تابعي تقدمك	استغل هذه الفرصة للعودة إلى مكتب الحكومة!
Are you telling me to forsake my subordinate and run away? !	هـل تريد مني أن أترك رجالي وأهرب	هـل تريد مني أن أترك رجالي وأهرب
you must retreat!	يجب أن تكون الأميرة حيـه	يجب عليك الانسحاب!
It's for Princess Euphemia's sake too!	من أجل الأميرة يوفيمـيا	إنها أيضًا من أجل أميرة يوفيميا!
I'm chosen by the princess... a knight chosen to protect the princess!	لقد اختارتني بنفسها لأقوم بحمايتها	لقد اختارتني بنفسها لأقوم بحمايتها
That's the same thing as the Lancelot's?	اليس ذلك هو ... الانسيلوت ؟	اليس ذلك هو ... الانسيلوت ؟
That's the same thing as the Lancelot's?	اليس ذلك هو ... الانسيلوت ؟	هل هذا نفس الشيء الذي يُعرَف بـ لانسلوت؟
That is why I will defend this spot...!	إذاً اتركي الأمر لي	إذاً اتركي الأمر لي
I understand...	حسنــاً	أنا أفهم...
Guilford.	عـُد حيـا أيها الفارس جيلفورد	عـُد حيـا أيها الفارس جيلفورد
Your Highness!	مولاتـي	سموكم السامي!
together with the special forces team will go in first and take control of the school area!	انضمو إلى الفرقة الخاصة للإستيلاء على تلك المدرسة	انضمو إلى الفرقة الخاصة للإستيلاء على تلك المدرسة
We'll make one of those buildings our headquarters.	سنستخدمهـا كـ قاعدة	سنجعل أحد تلك المباني مقرنا الرئيسي
Eh?	مـاذا ؟	مـاذا ؟
The school area?	في المدرسـة	منطقة المدرسة؟
you'll be stationed there.	أنت المسؤول هنـاك يا أوغـي	ستكون موقعك هناك.
Ohgi?	أوغــي ؟	أوهجي؟
O-Okay. I understand.	مفهـووم	حسنًا، أفهم.
right? To the Tokyo Settlement.	صحيح ؟	صحيح؟ إلى تسوية طوكيو.
However...	... على كل حال	ومع ذلك...
Congratulations!	لن تستطيــع	تهانينا!
The Special Envoy was established in order to carry out our research.	هذة الآلة فقط لجمع الأبحاث	هذة الآلة فقط لجمع الأبحاث
We have already finished what we're supposed to do.	ولقد تم جمع جميع المعلومات المطلوبة	ولقد تم جمع جميع المعلومات المطلوبة
We haven't received any orders from the Governor General to sortie either.	وليـست لديك أي أوامر	لم نتلق أي أوامر من الوالي العام للانتقال أيضًا.
you'll be violating orders if you launch now.	فأنت تخالف الأوامر	فأنت تخالف الأوامر
but...	لكن	لكــن...
You can't do this!	لا يمكنك أن تأخذة	لا يمكنك أن تأخذة
Zero is in Tokyo!	زيرو في طوكيـو الآن	زيرو في طوكيـو الآن
I will defeat Zero with my own hands!	سـأدمر زيرو بيدي هـاتين	سأهزم زيرو بيدي الخاصة!
Don't hinder me.	لـن أدع أحداً يتدخــل	لـن أدع أحداً يتدخــل
I will do it!	سـأفعلـهـا	"Great! Here are some guidelines to help you act like a good translator from English subtitles to Arabic subtitles:
Tohdoh-san!	تودو - سان	توهدوه-سان!
are we going to charge?	هل نهـاجم ياسيدي المقدم ؟	هل سنشن هجومًا؟
How are the other teams doing?	مـاذا حصل لبقية الفرق ؟	كيف يقوم الفرق الأخرى؟
They are attempting to flank the enemy.	العـدو يهاجمهم من الجوانب	هم يحاولون الاحتكاك بالعدو
The Graston Knights?	فرسـان الـ جراستون ؟	فرسان جراستون؟
we have already set up a formation ahead.	لقد أمنـا هذة المنطقـة أيها اللورد جيلفورد	لقد قمنا بإعداد تشكيلة مسبقاً.
Please head back.	أرجوك تراجع	الرجاء العودة.
Sorry. You have my thanks.	شكراً لكم	آسف. لكم كل الشكر.
Please don't say that.	أرجوك لا تقل ذلك	من فضلك، لا تقول ذلك.
We were originally General Darlton's subordinates after all. protecting Governor General Cornelia comes first.	لقد تم تعييننا تحت إمرة الجينيرال دارلتون رغم أننا لا نعرف أين هـو يمكننا أن نكون مفيدين للأميرة كورنيليا	كنا في الأصل أنصار الجنرال دارلتون. حماية المحافظ العام كورنيليا تأتي في المقام الأول.
Do you know what the situation is like?	هل تعرفون ماهو الوضـع الحالي	هل تعرف ما هو الوضع؟
I think that the enemies that are attacking up front are a diversion.	مقدمة الجيش العدو قوية جداً	أعتقد أن الأعداء الذين يهاجمون في الجبهة هم تحويلة.
only the militia remains once we're done here.	إذا استطعنـا اختراق مقدمة الجيش هذا يعني	بمجرد الانتهاء من هنا، ستبقى الميليشيا فقط.
In other words...	بمعنـى آخر	بعبارة أخرى...
They're trash.	سنسحقـهم كالنفايات	هم أشخاص سيئون.
I've already taken care of the aerial forces.	لقد تخلصت من القوات الجـويه	لقد تمت الاهتمام بالقوات الجوية بالفعل.
Leave G1 to Kaguya.	...أترك مكـاناً لكاجويا	اترك G1 لكاغويا.
You'll move to the designated spot.	وتحرك إلى الموقع المحدد	ستنتقل إلى المكان المحدد.
Understood.	مفهـوم	تم فهم ذلك.
prepare the Raikon.	جهـز الرايكو يوشيدا	أعد الرايكون.
Okay.	حسنـاً	حسناً.
Rakshata?	راكشـاتـا ؟	راكشاتا؟Rakshata?	راكشـاتـا ؟	راكشاتا؟
We are moving.	نحن نتقدم	نحن نتحرك.Kallen will switch to providing backup.	كارين قدمـي لهم الدعم	كالين ستتحول إلى دور الدعم الخلفي.
Okay.	حـاضـر	حسنًا.
if the target appears...	أعتقد أن القائد قد ظـهر	إذا ظهر الهدف...
Understood.	أعتقد ذلـك	فهمت.
All right.	حســنـاً	حسنًا.
what is the name of our supporter?	ما اسم عميلتك المتخفية ؟	ما هو اسم مؤيدنا؟
A-Ah... She's called Shinozaki Sayoko.	آ-آه أسمهــا ساياكو شينزوكو	آه... اسمها شينوزاكي سايوكو.
communication has been terminated!	مستوطنـة هيروشيما تتعرض للهجوم	تم إنهاء التواصل!
It seems that revolts have broken out in the Sapporo Settlement as well.	هنـاك أعمال شغب في مستوطنـة سابرو	يبدو أن انتفاضات قد اندلعت في مستوطنة سابورو أيضًا.
Fleets from the Chinese Federation have been sighted gathering around the East China Sea.	هناك تقارير تؤكد تورط الأتحاد الصيني	تم رصد أساطيل من الاتحاد الصيني يتجمعون حول بحر الصين الشرقي.
Even the Chinese Federation...?	حتى الأتحاد الصيني	حتى الاتحاد الصيني...؟
To think His Excellency is not around at a time like this...	ليس بوجود جلالتة هنـا	أن يكون فخامته غائبًا في وقت مثل هذا... فكرة لا يمكن تصورها.
He went there again?	مرة أخرى ؟	ذهب هو هناك مرة أخرى؟
Odysseus.	الأمير اوديستيوس	أوديسيوس.
Preparations for the dispatch of our troops have been completed.	نحن جاهزون لإرسال قواتنـا	تم إكمال التحضيرات لإرسال قواتنا.
Please appoint someone as the commanding officer.	كل مانحتاج اليه هو أمر رسمي	يرجى تعيين شخص ما كضابط قائد.
Asking me that so suddenly...	حتى ولو قمنا بذلك	I apologize for any confusion. As an AI language model, I can assist you with translating English subtitles into Arabic subtitles. Please provide me with the English text you would like to translate, and I will do my best to provide an accurate translation for you.
We're clear that the incident with Euphemia was a failure...	لقد أخبرته للتو عن ما حصل ليوفيميا	نحن على علم بأن الحادثة مع يوفيميا كانت فاشلة...
But all the areas will fall if we don't manage this well...	فأن جميع المناطـق ســو	ولكن ستسقط جميع المناطق إذا لم ندير هذا بشكل جيد...
Princess Cornelia is...	يجب أن نمد يد العون للأميرة كورنيليا	الأميرة كورنيليا...
I will go.	أنا سوف أذهب يا أخي	سأذهب.
I-Is that so?	حـ - حـقـاً	حقاً؟
You will go?	أنت سوف تذهـب	ستذهب؟
isn't it? People killing each other.	كيف يمكن للناس أن يقتلـوا يعضهـم ؟	أليس كذلك؟ الناس يقتلون بعضهم البعض.
Superconducting Maglev-style Shrapnel Cannon....	المدفـع ذذاتي الحركة المضاد لفرسان الصاعقة الآليين	مدفع متفجر بنظام مغناطيسي عالي التوصيل...
Fire!	نــار	نار!
advance!	تحركــوا	تقدم!
It seems that Britannia plans to defend only the government office.	إن بريطانيا فقط تهتم لحماية مجلس النواب	يبدو أن بريتانيا تخطط للدفاع عن مكتب الحكومة فقط
They intend to conserve their forces while waiting for reinforcements.	يخفـون فيه قواتهم وينتظرون	يعتزمون الحفاظ على قواتهم في انتظار التعزيزات
So that is indeed what they're planning.	التعزيزات إذا أصبح الأمر هكذا	إذا هذا هو بالفعل ما يخططون له.
Don't move! This is the Order of the Black Knights!	لا تتحركـوا نحن لفرسان السود	لا تتحرك! هذا هو أمر فرسان الأسود!
We'll be taking over this area!	نحن نسيطر على هذا المكـان	سنتولى هذه المنطقة!
You will follow our instructions.	لقد أصبحتم رهائن لدينـا	سوف تتبع تعليماتنا.
H-How can that be...?	مستـحيــل	كيف يمكن أن يكون ذلك؟
D-Don't tell me...?	لا تقـل لـي	لا تخبرني...؟
Zero?	حسنـاً لنعلن هذا للعالم يازيرو	نعم، زيرو؟
This is the movement that'll change the world.	اللحظة التي تغير فيها العالم أثناء الليل	هذا هو الحركة التي ستغير العالم.
Section Chief.	أيها المدير	رئيس القسم.
O-Okay!	نـ - نـعـــم	حـسنًا!
Looks like we are able to film the great movie that the public is waiting for.	نريد أن نـأخذ فكرة عمـا يريده الشـعب	يبدو أننا قادرون على تصوير الفيلم العظيم الذي ينتظره الجمهور.
all the broadcasting stations are...	أصبحـت جميع المحـطات التلفزيونية	جميع محطات البث تعمل...
Raise your hands and turn around!	أرفـعو أياديـكم	أرفع يديك وتحول حولك!
the Order of the Black Knights!	لـقد إستولى الفرسان السود على هذة المدرسة	أمر فرقة فرسان الليل السوداء!
Put your guns away!	إخفـضو أسلحتكم	ضعوا أسلحتكم جانباً!
Huh? What are you saying at a time like this?	مـاذا تغعلــوون ؟	ماذا تقول في مثل هذا الوقت؟
Rivalz...	ريفـالز	رايفالز...
Let me act cool for once.	أنـا بخير لا بـأس	دعني أتصرف بشكل رائع لمرة واحدة.
I will protect everyone!	سـأحمي الجميع	سأحمي الجميع!
I see!	حــقــاً	أفهم!
Stop it!	توقــف	توقف!
I already told you not to do anything to them.	أعتقـد أني أخبرتك أن لا تقوم بأي شيء لا ضروورة له	لقد أخبرتك بالفعل بعدم القيام بأي شيء لهم.
B-But! You told us to make this place our headquarters...	لـ-لـكنك قلت أنك تريد أن تجعل هذا المكان مركـزاً للقيادة	لكن! لقد قلت لنا أن نجعل هذا المكان مقرنا الرئيسي...
There's no need for it to be the Ashford Academy... are going to use this school as our headquarters.	مركز القيادة ؟	لا حاجة لأن يكون معهد أشفورد... سنستخدم هذه المدرسة كمقر لنا.
Somewhere else...	...لمـاذا أكادمية آشفورد	في مكان آخر...
do we?	أليس كذلك ؟	Yes, we strive to provide accurate and high-quality translations from English subtitles to Arabic subtitles. We understand the importance of conveying the original meaning and context of the content in a clear and culturally appropriate manner. Our goal is to ensure that viewers who rely on Arabic subtitles can fully understand and enjoy the content being translated.
I'll guarantee everyone's safety.	سـأضمن لكم سلامتكم	سأضمن سلامة الجميع.
until the battle ends... the Order of the Black Knights will defend this place.	...عندمـا ينتهي القتال سـأجعل الفرسان السود يحمونكي يا نانالي	حتى إنتهاء المعركة... ستدافع جماعة فرسـان الليل السوداء عن هذا المكان.
So...	...لذا	لذلك...
There's no way we'll believe that!	هل تعتقد أننا نصدقك؟	لا يوجد أي طريقة سنصدقها!
Against Britannians like us... please... do as you're told.	أنت في حرب ضدنـا وضد بريطانيا ...أرجووك ريفالز نفـذ مايطـلبه	ضد البريطانيين مثلنا... من فضلك... افعل كما يُطلب منك.
Huh? Kallen?	كاريـن ؟	اهــا؟ كـالين؟
I see...	...فهـمت ...	أنا أرى...
So that's what's going on...	إذا هكذا هو الأمر	إذا هذا ما يحدث...
Can you promise me this?	هل يمكنك أن تعدني ؟	هل يمكنك أن تعدني بهذا؟
but everyone in this school?	بـأنك لن تؤذي أي من الطلاب في هذة المدرسة	ولكن الجميع في هذه المدرسة؟
Everyone in the boys' and girls' dormitory have been prohibited from leaving.	لقد عملنـا بحيث أنه طالما لن يخرج أحد من اماكنهم فكل شيء	تم منع جميع الطلاب في السكن الذكوري والسكن النسائي من الخروج.
I think it should be fine.	فكل شيء سيكون على مايرام	أعتقد أنه يجب أن يكون على ما يرام.
what did you do to me? Eh? Do you know how frightened I am?	ماذا فعلت بـي ؟ هل تعرفين كم كنت خائفة ؟	ماذا فعلت بي؟ أيها؟ هل تعلم كم أنا خائف؟
right?	لقد قمتم بذلك سوية ؟ اليس كذلك	صحيح؟
Something... to me...	ماذا ... فعلت بي	شيء ... لي ...
Huh?	ماذا ؟	عذرًا، لا يوجد معلومات محددة حول مكان توجه T4 نحو مكتب الحكومة.
Cruel... how cruel... the Lancelot is here...!	هذا قاسي... قاسي الانسيلوت قادم يازيـرو	قاسٍ... يا للقسوة... لانسلوت هنا...!
It came after all.	أخيراً قد أتى	وصلت في النهاية.
Move aside!	إبتعـــدوا	انحرك جانباً!
Where is Zero?	أين هــو زيــرو	أين يوجد زيرو؟
I will finish off Zero...!	ســأقتــل زيــرو	سأنهي أمر زيرو...!
Geass?	جــيس ؟ ؟	نعم، القوة الخاصة التي حصل عليها هي قوة الجياس.
That's right. Zero has an extraordinary power.	نــعم زيرو يمتلك قوة خارقـة	صحيح، زيرو لديه قوة استثنائية
Don't tell me...	مستحيـل	لا تخبرني...
Why did Her Highness Euphemia's personality suddenly change?	لقد تغيرت الأميرة يوفيميا إلى شخص مختلف	لماذا تغيرت شخصية صاحبة السمو الملكي يوفيميا فجأة؟
doing at Shikinejima?	مافعله في تسوكيشيما ؟	ماذا تفعل في شيكينيجيما؟
In other words...	بـإختصـار	بعبارة أخرى...
A power capable of manipulating people and making them lose their memories.	قوة يتحكم بهـا بالآخرين ويجعلهم يفقدون ذاكرتهم	قوة قادرة على التلاعب بالناس وجعلهم يفقدون ذكرياتهم.
Everything falls in place now that I think about it.	عندهـا كل شيء سيصبح له معنــى	كل شيء يتناسب الآن وأنا أفكر فيه.
an Eleven and I actually...	هكذا غالباً ما جعلني في نهاية المطاف أكون مع أحد سكن المنطقة الإحدى عشرية التافهين	أنا ياباني وأنا فعلاً...
That student... Lelouch Lamperouge is truly evil!	أن يتم التحكم بي من قبل ذلك الطالب لولوتش لامبرودج	ذلك الطالب... ليلوش لامبروج حقاً شرير!
Suzaku!	سوزاكــو	سوزاكو!
Kallen?	كاريـن ؟	كالن؟
Since we've encountered each other in combat... but you have to die here!	...ليس فقط تقابلنا في ميدان المعركة لكن يجب أن تموت هنـا أيضاً	منذ أن التقينا في المعركة... ولكن عليك أن تموت هنا!
Don't be an idiot!	لا تكوني غبيـة	لا تكن مغفلاً!
You and all the other Japanese are being fooled by that man!	لقد تم خداعكم أنتي والشعب الياباني من قبل ذلك الشخص	أنت وجميع اليابانيين الآخرين تتموّلون من قبل هذا الرجل!
The way you say it pisses me off!	هذه الطريقة في الكلام تغضبني	الطريقة التي تقول بها تغضبني!
What the heck do you know about Zero? !	ماذا تعرف عن زيرو ؟	ما الذي تعرفه عن زيرو؟!
Then tell me!	إذاً أخبريني أنتي	تعال أخبرني!
Zero...!	زيــرو	زيرو...!
Where the heck is Zero? !	أين هو زيرو الآن	أين يكون زيرو؟
answer me! Where the heck is Zero? !	أين هـو زيرو الآن ؟	أجبني! أين بالضبط يوجد زيرو؟
there's no way I'll tell you that!	لن أخبرك أيــها الخائن	لا يوجد أي طريقة سأخبرك بها!
Then I'll finish you off here!	إذاً سينتهي أمرك هنـا	ثم سأنهيك هنا!
Don't act arrogant just because you can fly!	لن تهزمـنـي	لا تتكبر فقط لأنك تستطيع الطيران!
Caught you!	سـأنال منــك	I apologize if my previous response seemed like I was pretending to be a translator. As an AI language model, I can assist with translating English subtitles to Arabic subtitles to the best of my ability. Please provide the English subtitles, and I'll do my best to provide an accurate Arabic translation for you.
Take this!	خذ هــذه	خذ هذا!
talk! Where is Zero? !	أخبريني أين زيرو ؟	تحدث! أين يوجد الصفر؟!
I hate persistent men.	أكره الرجال المثابريـن	أنا أكره الرجال المُصِرِّين.
Is that so?	حقــاً	هل حقًا؟
Then I'll finish you off here...	...إذاً دعينـا ننتهي الآن	ثم سأنهي حياتك هنا...
Is there anything you want to say?	هل تريدين أن تقولي كلمة أخيره ؟	هل هناك أي شيء ترغب في قوله؟
Wait!	إنتظـر	انتظر!
Kururugi Suzaku.	كوروروغي سوزاكـو	كــوروجــي ســوزاكو.
It's na? ve for me to feel attached to you.	علاقتي بك كانت أحد نقاط ضعفـي	من السذاجة بالنسبة لي أن أشعر بالتعلق بك.
How about we have a one-on-one duel to sever all ties?	وأنـا الآن أتمنـى أن تتعـامل معي هذه المرة من أجل الجميع	ماذا لو أقترحنا أن نجري مواجهة شخصية لنقطع كل الروابط بيننا؟
Just what I wanted!	كنـت آمل ذلك	ما تريده بالضبط!
Tohdoh-san?	تودو - سان	توهدوه-سان؟
Asahina?	آساهيـنا	أساهينا؟
How is Urabe faring?	أين هي قوات الدعم ؟	كيف يسير أورابي؟
We have taken over the Energy Filler supply repositories as planned.	لقد استولو على مخازن الطاقة كما خططنـا	لقد استولينا على مستودعات إمدادات الطاقة العالية كما هو مخطط له.
All right. Let's join up with Senba and Chiba.	نلتقي في ميدان المعركة	حسنًا. لننضم إلى سينبا وتشيبا.
Surround the government office once we finish resupplying.	أعيدو تزويدكم بالذخيرة	احاط بمكتب الحكومة بمجرد الانتهاء من إعادة التزويد.
Our main forces will be breaking through the front!	سنقوم بسحق العدو	سيقوم قواتنا الرئيسية بالاختراق عبر الجبهة!
Understood!	علـم	تم فهمه!
Give orders to Lord Cray to retreat.	لا تترددو	أمر لورد كراي بالانسحاب.
Tell him to form a defense line in the railway tunnels.	قومو بتغطية جميع الوحدات	أخبره بضرورة تشكيل خط دفاع في أنفاق السكك الحديدية.
Your Highness.	مولاتي	سمو الأمير
Cornelia.	أيتها الأميرة كورنيليا	كورنيليا
We are in formation. What about the defense line of the government office?	ماذا سنفعل بشـأن الوحدات التي في المقدمـة ؟	نحن في تشكيلة. ماذا عن خط الدفاع في مكتب الحكومة؟
Keep it as it is.	أتركوهم هنـاك	تركها كما هي.
It'll be disadvantageous to the Order of the Black Knights for this war to be dragged out.	إذا استمرت هذه المعركة فإنها ستضع الفرسان السود في وضع حرج	سيكون غير مفيد لجماعة فرسان الليل السوداء أن يُطال هذا الحرب.
Your Highness.	مولاتي	سمو السيد/السيدة
how are things on Brother's side?	ماذا قال أخــي ؟	كيف تسير الأمور عند الأخ؟
The Pacific Ocean fleet will arrive in 75 hours.	سيصل أسطول المحيط الهادي خلال 75 ساعة	سيصل أسطول المحيط الهادئ في غضون 75 ساعة.
the aerial fleets from Sado and Torishima have already taken off.	داخل المنطقة 11 فقد أخذ أسطولي سادو و توريشيما مواقعهم في الجو	تم إقلاع أساطيل الطائرات من سادو وتوريشيما بالفعل.
in about thirty more minutes...	هذا يعني أنهم لن يصلوو إلى هنا قبل 30 دقيقة	في حوالي ثلاثين دقيقة إضافية...
Leak that information to the Order of the Black Knights.	سربوا تلك المعلومة إلى منظمة الفرسان السود	قم بتسريب تلك المعلومات إلى طائفة فرسان الليل السوداء.
you guys will defend the front of the government office together with Guilford.	إذهبوا مع جيلفورد لتحمـوا مبنى الحكومة	ستدافعون معًا أمام مكتب الحكومة برفقة جيلفورد.
Cornelia?	وماذا عنكي أيتها الأميرة؟	كورنيليا؟
It's preparation for the banquet.	يجب أن أحضر نفسي للأحتفال	إنها استعدادات للحفلة.
Zero!	زيـــــــــروووو	زيـرو!
You still can't calm him down?	هل بإمكانك أن تهدئه ؟	هل لا تزال غير قادر على تهدئته؟
He's strongly resisting it!	إنه يقاوم بشكل كبير	إنه يقاومه بقوة!
I'm going to remove the connective nerves from his bones!	سأنزع عنه البطارية	سأقوم بإزالة أعصاب الاتصال من عظامه!
T4 is heading towards the government office?	المعلومات عن المنطقة الحكومية ؟	T4 يتجه نحو مكتب الحكومة؟
Has the enemy's aerial fleet arrived?	هل هذا يعني أن القوات الجوية قد نجحـت في الوصول إلى هنـاك ؟	هل وصلت أسطول العدو الجوي؟
it seems like a sole machine.	يبدو أن جزءاً منها قد وصـل	يبدو أنها آلة واحدة.
right?	إذاً لن يكون لهم أي تـأثير على مجريـات المعركة ؟	صـحيح؟
and Diethard and the others have taken over the media area.	وإستولى ديتثارد على منطقة التلفزيون	وقد استولى ديتهارد والآخرون على منطقة وسائل الإعلام.
Kaguya-sama is around to act as a decoy as well.	وكاجويا - ساما هناك في الأمام	كاغويا-ساما موجودة للعمل كواجهة لل descoy أيضًا.
We'll win once we secure the rear.	كل مانحتاجة هو الأستيلاء على المنطقة الحكومية للنتصـر	سننتصر بمجرد تأمين الخلف.
This is for the sake of Yoshida and the others who have died... we caught a suspicious person.	... من أجل كل من مات في سبيل الدفاع عن الوطن لقد إلقينا القبض على هذة الدخيلة	من أجل يوشيدا والآخرين الذين توفوا... قد ألقينا القبض على شخص مشبوه.
A student?	طالبــة ؟	طالب؟
Let him go if that's the case.	أتركوهــا	دعه يذهب إذا كان الأمر كذلك.
There's no reason for us to imprison them.	لا حـاجة لأن نؤذيـهم	لا يوجد سبب لنقوم بسجنهم.
it's an intruder who sneaked in from the back of the school.	لا كـانت تحاول الدخول من الخلـف	إنه متسلل دخل من الخلف إلى المدرسة.
Snuck?	دخيلـة ؟	تسلل؟
Oh? !	أوه	!آه؟
Chigusa?	تشيغـوسا ؟	تشيغوسا؟
S-She's a supporter under my direct command.	إ - إنهـا جزء من العملية وهـي تحت قيادتي المباشـرة	هي مؤيدة تعمل تحت قيادتي المباشرة.
Lead her to another room.	سأحادثهـا على أنفراد	قدّمها إلى غرفة أخرى.
I'll personally listen to her report.	سـأستمع إلى تقريرهـا مياشرة	سأستمع شخصيًا إلى تقريرها.
I wonder if Nina is still at the Ganymede's warehouse.	أتـسائل فيما إذا كانت نينا ماتزال تعمل على الجـانيميد	أتساءل عما إذا كانت نينا ما زالت في مستودع جانيميد.
Kallen... what will they do to us...?	كارين مالـذي سيحل بنـا	كــالين.. مــاذا ســيفعــلــون بــنــا؟
It'll be fine.	كل شيء سيكون على مايرام	سيكون كل شيء على ما يرام.
Huh?	هـاه ؟	عفوًا، لم يتم فهم الجملة بشكل صحيح. يرجى توضيح ما تقصده بـ """"T4"""" و """"المكتب الحكومي"""" لكي أتمكن من ترجمتها بشكل صحيح."""
